actions,discount_factor,mc_rewards,next_obs,obs,rewards,terminal_discounts,terminal_obs,terminals
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 19, 0]",False
19,0.95,-0.095,"[8, 19, -1]","[8, -1, -1]",0.0,0.9025,"[8, 19, 0]",False
0,0.95,-0.1,"[8, 19, 0]","[8, 19, -1]",-0.1,0.95,"[8, 19, 0]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 0, 10]",False
0,0.95,-0.095,"[11, 0, -1]","[11, -1, -1]",0.0,0.9025,"[11, 0, 10]",False
10,0.95,-0.1,"[11, 0, 10]","[11, 0, -1]",-0.1,0.95,"[11, 0, 10]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 4, 17]",False
4,0.95,-0.095,"[7, 4, -1]","[7, -1, -1]",0.0,0.9025,"[7, 4, 17]",False
17,0.95,-0.1,"[7, 4, 17]","[7, 4, -1]",-0.1,0.95,"[7, 4, 17]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 8, 4]",False
8,0.95,-0.095,"[7, 8, -1]","[7, -1, -1]",0.0,0.9025,"[7, 8, 4]",False
4,0.95,-0.1,"[7, 8, 4]","[7, 8, -1]",-0.1,0.95,"[7, 8, 4]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 2]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 2]",False
2,0.95,-0.1,"[7, 0, 2]","[7, 0, -1]",-0.1,0.95,"[7, 0, 2]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 14, 15]",False
14,0.95,-0.095,"[13, 14, -1]","[13, -1, -1]",0.0,0.9025,"[13, 14, 15]",False
15,0.95,-0.1,"[13, 14, 15]","[13, 14, -1]",-0.1,0.95,"[13, 14, 15]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 4, 22]",False
4,0.95,-0.095,"[9, 4, -1]","[9, -1, -1]",0.0,0.9025,"[9, 4, 22]",False
22,0.95,-0.1,"[9, 4, 22]","[9, 4, -1]",-0.1,0.95,"[9, 4, 22]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 8, 0]",False
8,0.95,-0.095,"[11, 8, -1]","[11, -1, -1]",0.0,0.9025,"[11, 8, 0]",False
0,0.95,-0.1,"[11, 8, 0]","[11, 8, -1]",-0.1,0.95,"[11, 8, 0]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 8, 6]",False
8,0.95,-0.095,"[6, 8, -1]","[6, -1, -1]",0.0,0.9025,"[6, 8, 6]",False
6,0.95,-0.1,"[6, 8, 6]","[6, 8, -1]",-0.1,0.95,"[6, 8, 6]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 8, 13]",False
8,0.95,-0.095,"[12, 8, -1]","[12, -1, -1]",0.0,0.9025,"[12, 8, 13]",False
13,0.95,-0.1,"[12, 8, 13]","[12, 8, -1]",-0.1,0.95,"[12, 8, 13]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 19, 15]",False
19,0.95,-0.095,"[17, 19, -1]","[17, -1, -1]",0.0,0.9025,"[17, 19, 15]",False
15,0.95,-0.1,"[17, 19, 15]","[17, 19, -1]",-0.1,0.95,"[17, 19, 15]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 0, 6]",False
0,0.95,-0.095,"[22, 0, -1]","[22, -1, -1]",0.0,0.9025,"[22, 0, 6]",False
6,0.95,-0.1,"[22, 0, 6]","[22, 0, -1]",-0.1,0.95,"[22, 0, 6]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 17, 19]",False
17,0.95,-0.095,"[0, 17, -1]","[0, -1, -1]",0.0,0.9025,"[0, 17, 19]",False
19,0.95,-0.1,"[0, 17, 19]","[0, 17, -1]",-0.1,0.95,"[0, 17, 19]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 22, 3]",False
22,0.95,-0.095,"[4, 22, -1]","[4, -1, -1]",0.0,0.9025,"[4, 22, 3]",False
3,0.95,-0.1,"[4, 22, 3]","[4, 22, -1]",-0.1,0.95,"[4, 22, 3]",True
21,0.95,-0.09025,"[21, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[21, 8, 1]",False
8,0.95,-0.095,"[21, 8, -1]","[21, -1, -1]",0.0,0.9025,"[21, 8, 1]",False
1,0.95,-0.1,"[21, 8, 1]","[21, 8, -1]",-0.1,0.95,"[21, 8, 1]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 4, 6]",False
4,0.95,-0.095,"[10, 4, -1]","[10, -1, -1]",0.0,0.9025,"[10, 4, 6]",False
6,0.95,-0.1,"[10, 4, 6]","[10, 4, -1]",-0.1,0.95,"[10, 4, 6]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 14, 14]",False
14,0.95,-0.095,"[5, 14, -1]","[5, -1, -1]",0.0,0.9025,"[5, 14, 14]",False
14,0.95,-0.1,"[5, 14, 14]","[5, 14, -1]",-0.1,0.95,"[5, 14, 14]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 11, 14]",False
11,0.95,-0.095,"[5, 11, -1]","[5, -1, -1]",0.0,0.9025,"[5, 11, 14]",False
14,0.95,-0.1,"[5, 11, 14]","[5, 11, -1]",-0.1,0.95,"[5, 11, 14]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 11, 2]",False
11,0.95,-0.095,"[4, 11, -1]","[4, -1, -1]",0.0,0.9025,"[4, 11, 2]",False
2,0.95,-0.1,"[4, 11, 2]","[4, 11, -1]",-0.1,0.95,"[4, 11, 2]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 14, 4]",False
14,0.95,-0.095,"[3, 14, -1]","[3, -1, -1]",0.0,0.9025,"[3, 14, 4]",False
4,0.95,-0.1,"[3, 14, 4]","[3, 14, -1]",-0.1,0.95,"[3, 14, 4]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 14, 3]",False
14,0.95,-0.095,"[11, 14, -1]","[11, -1, -1]",0.0,0.9025,"[11, 14, 3]",False
3,0.95,-0.1,"[11, 14, 3]","[11, 14, -1]",-0.1,0.95,"[11, 14, 3]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 4, 24]",False
4,0.95,-0.095,"[12, 4, -1]","[12, -1, -1]",0.0,0.9025,"[12, 4, 24]",False
24,0.95,-0.1,"[12, 4, 24]","[12, 4, -1]",-0.1,0.95,"[12, 4, 24]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 17, 8]",False
17,0.95,-0.095,"[10, 17, -1]","[10, -1, -1]",0.0,0.9025,"[10, 17, 8]",False
8,0.95,-0.1,"[10, 17, 8]","[10, 17, -1]",-0.1,0.95,"[10, 17, 8]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 16, 17]",False
16,0.95,-0.095,"[0, 16, -1]","[0, -1, -1]",0.0,0.9025,"[0, 16, 17]",False
17,0.95,-0.1,"[0, 16, 17]","[0, 16, -1]",-0.1,0.95,"[0, 16, 17]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 14, 23]",False
14,0.95,-0.095,"[12, 14, -1]","[12, -1, -1]",0.0,0.9025,"[12, 14, 23]",False
23,0.95,-0.1,"[12, 14, 23]","[12, 14, -1]",-0.1,0.95,"[12, 14, 23]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 3, 12]",False
3,0.95,-0.095,"[4, 3, -1]","[4, -1, -1]",0.0,0.9025,"[4, 3, 12]",False
12,0.95,-0.1,"[4, 3, 12]","[4, 3, -1]",-0.1,0.95,"[4, 3, 12]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 19, 21]",False
19,0.95,-0.095,"[8, 19, -1]","[8, -1, -1]",0.0,0.9025,"[8, 19, 21]",False
21,0.95,-0.1,"[8, 19, 21]","[8, 19, -1]",-0.1,0.95,"[8, 19, 21]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 4, 19]",False
4,0.95,-0.095,"[6, 4, -1]","[6, -1, -1]",0.0,0.9025,"[6, 4, 19]",False
19,0.95,-0.1,"[6, 4, 19]","[6, 4, -1]",-0.1,0.95,"[6, 4, 19]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 17, 8]",False
17,0.95,-0.095,"[5, 17, -1]","[5, -1, -1]",0.0,0.9025,"[5, 17, 8]",False
8,0.95,-0.1,"[5, 17, 8]","[5, 17, -1]",-0.1,0.95,"[5, 17, 8]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 1, 11]",False
1,0.95,-0.095,"[14, 1, -1]","[14, -1, -1]",0.0,0.9025,"[14, 1, 11]",False
11,0.95,-0.1,"[14, 1, 11]","[14, 1, -1]",-0.1,0.95,"[14, 1, 11]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 8, 3]",False
8,0.95,-0.095,"[9, 8, -1]","[9, -1, -1]",0.0,0.9025,"[9, 8, 3]",False
3,0.95,-0.1,"[9, 8, 3]","[9, 8, -1]",-0.1,0.95,"[9, 8, 3]",True
16,0.95,-0.09025,"[16, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[16, 20, 4]",False
20,0.95,-0.095,"[16, 20, -1]","[16, -1, -1]",0.0,0.9025,"[16, 20, 4]",False
4,0.95,-0.1,"[16, 20, 4]","[16, 20, -1]",-0.1,0.95,"[16, 20, 4]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 0, 16]",False
0,0.95,-0.095,"[1, 0, -1]","[1, -1, -1]",0.0,0.9025,"[1, 0, 16]",False
16,0.95,-0.1,"[1, 0, 16]","[1, 0, -1]",-0.1,0.95,"[1, 0, 16]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 12, 4]",False
12,0.95,-0.095,"[13, 12, -1]","[13, -1, -1]",0.0,0.9025,"[13, 12, 4]",False
4,0.95,-0.1,"[13, 12, 4]","[13, 12, -1]",-0.1,0.95,"[13, 12, 4]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 14, 13]",False
14,0.95,-0.095,"[7, 14, -1]","[7, -1, -1]",0.0,0.9025,"[7, 14, 13]",False
13,0.95,-0.1,"[7, 14, 13]","[7, 14, -1]",-0.1,0.95,"[7, 14, 13]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 0, 17]",False
0,0.95,-0.095,"[25, 0, -1]","[25, -1, -1]",0.0,0.9025,"[25, 0, 17]",False
17,0.95,-0.1,"[25, 0, 17]","[25, 0, -1]",-0.1,0.95,"[25, 0, 17]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 11, 14]",False
11,0.95,-0.095,"[8, 11, -1]","[8, -1, -1]",0.0,0.9025,"[8, 11, 14]",False
14,0.95,-0.1,"[8, 11, 14]","[8, 11, -1]",-0.1,0.95,"[8, 11, 14]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 22, 4]",False
22,0.95,-0.095,"[15, 22, -1]","[15, -1, -1]",0.0,0.9025,"[15, 22, 4]",False
4,0.95,-0.1,"[15, 22, 4]","[15, 22, -1]",-0.1,0.95,"[15, 22, 4]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 14, 14]",False
14,0.95,-0.095,"[1, 14, -1]","[1, -1, -1]",0.0,0.9025,"[1, 14, 14]",False
14,0.95,-0.1,"[1, 14, 14]","[1, 14, -1]",-0.1,0.95,"[1, 14, 14]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 0, 3]",False
0,0.95,-0.095,"[5, 0, -1]","[5, -1, -1]",0.0,0.9025,"[5, 0, 3]",False
3,0.95,-0.1,"[5, 0, 3]","[5, 0, -1]",-0.1,0.95,"[5, 0, 3]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 0, 10]",False
0,0.95,-0.095,"[19, 0, -1]","[19, -1, -1]",0.0,0.9025,"[19, 0, 10]",False
10,0.95,-0.1,"[19, 0, 10]","[19, 0, -1]",-0.1,0.95,"[19, 0, 10]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 8, 0]",False
8,0.95,-0.095,"[4, 8, -1]","[4, -1, -1]",0.0,0.9025,"[4, 8, 0]",False
0,0.95,-0.1,"[4, 8, 0]","[4, 8, -1]",-0.1,0.95,"[4, 8, 0]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 0, 20]",False
0,0.95,-0.095,"[11, 0, -1]","[11, -1, -1]",0.0,0.9025,"[11, 0, 20]",False
20,0.95,-0.1,"[11, 0, 20]","[11, 0, -1]",-0.1,0.95,"[11, 0, 20]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 12, 21]",False
12,0.95,-0.095,"[4, 12, -1]","[4, -1, -1]",0.0,0.9025,"[4, 12, 21]",False
21,0.95,-0.1,"[4, 12, 21]","[4, 12, -1]",-0.1,0.95,"[4, 12, 21]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 13, 4]",False
13,0.95,-0.095,"[14, 13, -1]","[14, -1, -1]",0.0,0.9025,"[14, 13, 4]",False
4,0.95,-0.1,"[14, 13, 4]","[14, 13, -1]",-0.1,0.95,"[14, 13, 4]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 14, 25]",False
14,0.95,-0.095,"[6, 14, -1]","[6, -1, -1]",0.0,0.9025,"[6, 14, 25]",False
25,0.95,-0.1,"[6, 14, 25]","[6, 14, -1]",-0.1,0.95,"[6, 14, 25]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 14, 19]",False
14,0.95,-0.095,"[14, 14, -1]","[14, -1, -1]",0.0,0.9025,"[14, 14, 19]",False
19,0.95,-0.1,"[14, 14, 19]","[14, 14, -1]",-0.1,0.95,"[14, 14, 19]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 0, 14]",False
0,0.95,-0.095,"[9, 0, -1]","[9, -1, -1]",0.0,0.9025,"[9, 0, 14]",False
14,0.95,-0.1,"[9, 0, 14]","[9, 0, -1]",-0.1,0.95,"[9, 0, 14]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 0, 17]",False
0,0.95,-0.095,"[22, 0, -1]","[22, -1, -1]",0.0,0.9025,"[22, 0, 17]",False
17,0.95,-0.1,"[22, 0, 17]","[22, 0, -1]",-0.1,0.95,"[22, 0, 17]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 8, 1]",False
8,0.95,-0.095,"[3, 8, -1]","[3, -1, -1]",0.0,0.9025,"[3, 8, 1]",False
1,0.95,-0.1,"[3, 8, 1]","[3, 8, -1]",-0.1,0.95,"[3, 8, 1]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 14, 11]",False
14,0.95,-0.095,"[9, 14, -1]","[9, -1, -1]",0.0,0.9025,"[9, 14, 11]",False
11,0.95,-0.1,"[9, 14, 11]","[9, 14, -1]",-0.1,0.95,"[9, 14, 11]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 17, 19]",False
17,0.95,-0.095,"[14, 17, -1]","[14, -1, -1]",0.0,0.9025,"[14, 17, 19]",False
19,0.95,-0.1,"[14, 17, 19]","[14, 17, -1]",-0.1,0.95,"[14, 17, 19]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 11, 2]",False
11,0.95,-0.095,"[4, 11, -1]","[4, -1, -1]",0.0,0.9025,"[4, 11, 2]",False
2,0.95,-0.1,"[4, 11, 2]","[4, 11, -1]",-0.1,0.95,"[4, 11, 2]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 20, 12]",False
20,0.95,-0.095,"[25, 20, -1]","[25, -1, -1]",0.0,0.9025,"[25, 20, 12]",False
12,0.95,-0.1,"[25, 20, 12]","[25, 20, -1]",-0.1,0.95,"[25, 20, 12]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 11, 13]",False
11,0.95,-0.095,"[18, 11, -1]","[18, -1, -1]",0.0,0.9025,"[18, 11, 13]",False
13,0.95,-0.1,"[18, 11, 13]","[18, 11, -1]",-0.1,0.95,"[18, 11, 13]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 14, 3]",False
14,0.95,-0.095,"[1, 14, -1]","[1, -1, -1]",0.0,0.9025,"[1, 14, 3]",False
3,0.95,-0.1,"[1, 14, 3]","[1, 14, -1]",-0.1,0.95,"[1, 14, 3]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 19, 14]",False
19,0.95,-0.095,"[18, 19, -1]","[18, -1, -1]",0.0,0.9025,"[18, 19, 14]",False
14,0.95,-0.1,"[18, 19, 14]","[18, 19, -1]",-0.1,0.95,"[18, 19, 14]",True
0,0.95,0.095,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 7, 4]",False
7,0.95,0.1,"[0, 7, -1]","[0, -1, -1]",0.1,0.9025,"[0, 7, 4]",False
4,0.95,0.0,"[0, 7, 4]","[0, 7, -1]",0.0,0.95,"[0, 7, 4]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 24]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 24]",False
24,0.95,-0.1,"[7, 0, 24]","[7, 0, -1]",-0.1,0.95,"[7, 0, 24]",True
11,0.95,0.095,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 4, 9]",False
4,0.95,0.1,"[11, 4, -1]","[11, -1, -1]",0.1,0.9025,"[11, 4, 9]",False
9,0.95,0.0,"[11, 4, 9]","[11, 4, -1]",0.0,0.95,"[11, 4, 9]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 8, 12]",False
8,0.95,-0.095,"[9, 8, -1]","[9, -1, -1]",0.0,0.9025,"[9, 8, 12]",False
12,0.95,-0.1,"[9, 8, 12]","[9, 8, -1]",-0.1,0.95,"[9, 8, 12]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 13, 22]",False
13,0.95,-0.095,"[20, 13, -1]","[20, -1, -1]",0.0,0.9025,"[20, 13, 22]",False
22,0.95,-0.1,"[20, 13, 22]","[20, 13, -1]",-0.1,0.95,"[20, 13, 22]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 4, 23]",False
4,0.95,-0.095,"[18, 4, -1]","[18, -1, -1]",0.0,0.9025,"[18, 4, 23]",False
23,0.95,-0.1,"[18, 4, 23]","[18, 4, -1]",-0.1,0.95,"[18, 4, 23]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 17, 8]",False
17,0.95,-0.095,"[1, 17, -1]","[1, -1, -1]",0.0,0.9025,"[1, 17, 8]",False
8,0.95,-0.1,"[1, 17, 8]","[1, 17, -1]",-0.1,0.95,"[1, 17, 8]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 20, 17]",False
20,0.95,-0.095,"[19, 20, -1]","[19, -1, -1]",0.0,0.9025,"[19, 20, 17]",False
17,0.95,-0.1,"[19, 20, 17]","[19, 20, -1]",-0.1,0.95,"[19, 20, 17]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 6, 4]",False
6,0.95,-0.095,"[18, 6, -1]","[18, -1, -1]",0.0,0.9025,"[18, 6, 4]",False
4,0.95,-0.1,"[18, 6, 4]","[18, 6, -1]",-0.1,0.95,"[18, 6, 4]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 2, 11]",False
2,0.95,-0.095,"[8, 2, -1]","[8, -1, -1]",0.0,0.9025,"[8, 2, 11]",False
11,0.95,-0.1,"[8, 2, 11]","[8, 2, -1]",-0.1,0.95,"[8, 2, 11]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 20, 13]",False
20,0.95,-0.095,"[6, 20, -1]","[6, -1, -1]",0.0,0.9025,"[6, 20, 13]",False
13,0.95,-0.1,"[6, 20, 13]","[6, 20, -1]",-0.1,0.95,"[6, 20, 13]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 0, 22]",False
0,0.95,-0.095,"[18, 0, -1]","[18, -1, -1]",0.0,0.9025,"[18, 0, 22]",False
22,0.95,-0.1,"[18, 0, 22]","[18, 0, -1]",-0.1,0.95,"[18, 0, 22]",True
21,0.95,-0.09025,"[21, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[21, 8, 13]",False
8,0.95,-0.095,"[21, 8, -1]","[21, -1, -1]",0.0,0.9025,"[21, 8, 13]",False
13,0.95,-0.1,"[21, 8, 13]","[21, 8, -1]",-0.1,0.95,"[21, 8, 13]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 13]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 13]",False
13,0.95,-0.1,"[17, 0, 13]","[17, 0, -1]",-0.1,0.95,"[17, 0, 13]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 11]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 11]",False
11,0.95,-0.1,"[7, 0, 11]","[7, 0, -1]",-0.1,0.95,"[7, 0, 11]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 1, 2]",False
1,0.95,-0.095,"[0, 1, -1]","[0, -1, -1]",0.0,0.9025,"[0, 1, 2]",False
2,0.95,-0.1,"[0, 1, 2]","[0, 1, -1]",-0.1,0.95,"[0, 1, 2]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 8, 23]",False
8,0.95,-0.095,"[22, 8, -1]","[22, -1, -1]",0.0,0.9025,"[22, 8, 23]",False
23,0.95,-0.1,"[22, 8, 23]","[22, 8, -1]",-0.1,0.95,"[22, 8, 23]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 7, 8]",False
7,0.95,-0.095,"[8, 7, -1]","[8, -1, -1]",0.0,0.9025,"[8, 7, 8]",False
8,0.95,-0.1,"[8, 7, 8]","[8, 7, -1]",-0.1,0.95,"[8, 7, 8]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 2, 10]",False
2,0.95,-0.095,"[8, 2, -1]","[8, -1, -1]",0.0,0.9025,"[8, 2, 10]",False
10,0.95,-0.1,"[8, 2, 10]","[8, 2, -1]",-0.1,0.95,"[8, 2, 10]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 13, 10]",False
13,0.95,-0.095,"[3, 13, -1]","[3, -1, -1]",0.0,0.9025,"[3, 13, 10]",False
10,0.95,-0.1,"[3, 13, 10]","[3, 13, -1]",-0.1,0.95,"[3, 13, 10]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 0, 19]",False
0,0.95,-0.095,"[2, 0, -1]","[2, -1, -1]",0.0,0.9025,"[2, 0, 19]",False
19,0.95,-0.1,"[2, 0, 19]","[2, 0, -1]",-0.1,0.95,"[2, 0, 19]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 0, 25]",False
0,0.95,-0.095,"[9, 0, -1]","[9, -1, -1]",0.0,0.9025,"[9, 0, 25]",False
25,0.95,-0.1,"[9, 0, 25]","[9, 0, -1]",-0.1,0.95,"[9, 0, 25]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 17, 21]",False
17,0.95,-0.095,"[0, 17, -1]","[0, -1, -1]",0.0,0.9025,"[0, 17, 21]",False
21,0.95,-0.1,"[0, 17, 21]","[0, 17, -1]",-0.1,0.95,"[0, 17, 21]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 3, 0]",False
3,0.95,-0.095,"[4, 3, -1]","[4, -1, -1]",0.0,0.9025,"[4, 3, 0]",False
0,0.95,-0.1,"[4, 3, 0]","[4, 3, -1]",-0.1,0.95,"[4, 3, 0]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 0, 17]",False
0,0.95,-0.095,"[5, 0, -1]","[5, -1, -1]",0.0,0.9025,"[5, 0, 17]",False
17,0.95,-0.1,"[5, 0, 17]","[5, 0, -1]",-0.1,0.95,"[5, 0, 17]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 13, 22]",False
13,0.95,-0.095,"[0, 13, -1]","[0, -1, -1]",0.0,0.9025,"[0, 13, 22]",False
22,0.95,-0.1,"[0, 13, 22]","[0, 13, -1]",-0.1,0.95,"[0, 13, 22]",True
